variable_name,CONSIGN,event_definition,coding_system,code_name,concept,concept_name,tags,system,event_abbreviation,type,code_rounding_issue,code_issue_dot,code,event_match_name
C_HF_COV,yes,Heart failure including chronic HF,SCTSPA,edema pulmonar agudo no especificado,C0155919,Acute pulmonary edema,possible,C,HF,COV,196148007,196148007,196148007,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SCTSPA,edema pulmonar agudo- SAI,C0155919,Acute pulmonary edema,possible,C,HF,COV,196149004,196149004,196149004,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SCTSPA,edema pulmonar- SAI,C0034063,Pulmonary Edema,possible,C,HF,COV,196119001,196119001,196119001,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SCTSPA,edema pulmonary,C0034063,Pulmonary Edema,possible,C,HF,COV,19242006,19242006,19242006,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SCTSPA,edema pulmonar agudo por causa cardíaca (trastorno),,,possible,C,HF,COV,360371003,360371003,360371003,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SCTSPA,enfermedad cardíaca hipertensiva- SAI con insuficiencia cardíaca congestiva,C0264650,Hypertensive heart disease with congestive heart failure,narrow,C,HF,COV,194771003,194771003,194771003,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SCTSPA,fallo miocárdico,C1959583,Myocardial Failure,narrow,C,HF,COV,84114007,84114007,84114007,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SCTSPA,fracción de eyección del ventrículo izquierdo,C0428772,Left ventricular ejection fraction,possible,C,HF,COV,250908004,250908004,250908004,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SCTSPA,hipertrofia ventricular,C0340279,Ventricular hypertrophy,possible,C,HF,COV,266249003,266249003,266249003,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SCTSPA,hipertrofia ventricular izquierda por hipertensión (trastorno),,,possible,C,HF,COV,428163005,428163005,428163005,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SCTSPA,hipostasis y congestión pulmonar- SAI,C0155910,Pulmonary congestion and hypostasis,possible,C,HF,COV,196120007,196120007,196120007,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SCTSPA,insuficiencia aguda del ventrículo izquierdo,C1306063,Acute left ventricular failure,narrow,C,HF,COV,195114002,195114002,195114002,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SCTSPA,insuficiencia cardiorrespiratoria,C1444565,Cardiorespiratory failure,narrow,C,HF,COV,410431009,410431009,410431009,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SCTSPA,insuficiencia cardíaca,C0018801,Heart failure,narrow,C,HF,COV,84114007,84114007,84114007,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SCTSPA,insuficiencia cardíaca como complicación de la atención médica,C0340510,Heart failure as a complication of care,narrow,C,HF,COV,233924009,233924009,233924009,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SCTSPA,insuficiencia cardíaca como una complicación de la atención,C0340510,Heart failure as a complication of care,narrow,C,HF,COV,269299003,269299003,269299003,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SCTSPA,insuficiencia cardíaca compensada,C0581376,Compensated cardiac failure,narrow,C,HF,COV,195112003,195112003,195112003,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SCTSPA,insuficiencia cardíaca congestiva aguda,C0264719,Acute congestive heart failure,narrow,C,HF,COV,10633002,10633002,10633002,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SCTSPA,insuficiencia cardíaca congestiva biventricular,C0685095,Biventricular congestive heart failure,narrow,C,HF,COV,92506005,92506005,92506005,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SCTSPA,insuficiencia cardíaca congestiva crónica (trastorno),,,narrow,C,HF,COV,88805009,88805009,88805009,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SCTSPA,insuficiencia cardíaca congestiva reumática,C0155582,Congestive rheumatic heart failure,narrow,C,HF,COV,82523003,82523003,82523003,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SCTSPA,insuficiencia cardíaca congénita,C0410933,Congenital cardiac failure,narrow,C,HF,COV,206586007,206586007,206586007,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SCTSPA,insuficiencia cardíaca crónica (trastorno),,,narrow,C,HF,COV,48447003,48447003,48447003,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SCTSPA,insuficiencia cardíaca crónica descompensada (trastorno),,,narrow,C,HF,COV,424404003,424404003,424404003,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SCTSPA,insuficiencia cardíaca derecha,C0235527,Heart Failure- Right-Sided,narrow,C,HF,COV,128404006,128404006,128404006,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SCTSPA,insuficiencia cardíaca descompensada,C0581377,Decompensated cardiac failure,narrow,C,HF,COV,195111005,195111005,195111005,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SCTSPA,insuficiencia cardíaca diastólica,C1135196,Heart Failure- Diastolic,narrow,C,HF,COV,418304008,418304008,418304008,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SCTSPA,insuficiencia cardíaca diastólica aguda,C2732951,Acute diastolic heart failure,narrow,C,HF,COV,443343001,443343001,443343001,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SCTSPA,insuficiencia cardíaca diastólica crónica (trastorno),,,narrow,C,HF,COV,441530006,441530006,441530006,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SCTSPA,insuficiencia cardíaca distólica crónica reagudizada,C2732749,Acute on chronic diastolic heart failure,narrow,C,HF,COV,443344007,443344007,443344007,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SCTSPA,insuficiencia cardíaca durante un procedimiento Y-O como consecuencia de él,C0274379,Cardiac insufficiency during AND-OR resulting from a procedure,narrow,C,HF,COV,89819002,89819002,89819002,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SCTSPA,insuficiencia cardíaca hipertensiva,C0264652,Hypertensive heart failure,narrow,C,HF,COV,46113002,46113002,46113002,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SCTSPA,insuficiencia cardíaca luego de cirugía obstétrica Y-U otro procedimiento incluido el parto,C0269926,Cardiac failure after obstetrical surgery AND-OR other procedure including delivery,narrow,C,HF,COV,55565007,55565007,55565007,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SCTSPA,insuficiencia cardíaca neonatal,C0455993,Neonatal cardiac failure,possible,C,HF,COV,276514007,276514007,276514007,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SCTSPA,insuficiencia cardíaca sistólica,C1135191,Heart Failure- Systolic,narrow,C,HF,COV,417996009,417996009,417996009,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SCTSPA,insuficiencia cardíaca sistólica aguda,C2732748,Acute systolic heart failure,narrow,C,HF,COV,443254009,443254009,443254009,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SCTSPA,insuficiencia cardíaca sistólica crónica (trastorno),,,narrow,C,HF,COV,441481004,441481004,441481004,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SCTSPA,insuficiencia cardíaca sistólica crónica reagudizada,C2733492,Acute on chronic systolic heart failure,narrow,C,HF,COV,443253003,443253003,443253003,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SCTSPA,insuficiencia cardíaca sistólica y diastólica combinada crónica,,,narrow,C,HF,COV,153941000119100,153941000119100,153941000119100,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SCTSPA,insuficiencia cardíaca- SAI,C0018801,Heart failure,narrow,C,HF,COV,266248006,266248006,266248006,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SCTSPA,insuficiencia del ventrículo derecho,C2939447,Right ventricular failure,narrow,C,HF,COV,367363000,367363000,367363000,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SCTSPA,insuficiencia ventricular izquierda,C0023212,Left-Sided Heart Failure,narrow,C,HF,COV,85232009,85232009,85232009,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SCTSPA,insuficiencia ventricular izquierda aguda (trastorno),,,narrow,C,HF,COV,364006,364006,364006,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SCTSPA,síndrome de distrés respiratorio agudo,C0035222,Respiratory Distress Syndrome- Adult,possible,C,HF,COV,67782005,67782005,67782005,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SCTSPA,taponamiento cardíaco,C0007177,Cardiac Tamponade,possible,C,HF,COV,35304003,35304003,35304003,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SCTSPA,trastorno funcional postcirugía cardíaca,C0340511,Post cardiac operation functional disturbance,possible,C,HF,COV,195130005,195130005,195130005,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SNOMEDCT_US,Acute congestive heart failure,C0264719,Acute congestive heart failure,narrow,C,HF,COV,10633002,10633002,10633002,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SNOMEDCT_US,Acute congestive heart failure,C0264719,Acute congestive heart failure,narrow,C,HF,COV,195109001,195109001,195109001,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SNOMEDCT_US,Acute cor pulmonale,C0155672,Acute cor pulmonale,narrow,C,HF,COV,194881008,194881008,194881008,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SNOMEDCT_US,Acute cor pulmonale,C0155672,Acute cor pulmonale,narrow,C,HF,COV,49584005,49584005,49584005,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SNOMEDCT_US,Acute cor pulmonale,C0155672,Acute cor pulmonale,possible,C,HF,COV,155325006,155325006,155325006,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SNOMEDCT_US,Acute diastolic heart failure,C2732951,Acute diastolic heart failure,narrow,C,HF,COV,443343001,443343001,443343001,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SNOMEDCT_US,Acute edema of lung with heart disease,C1306063,Acute left ventricular failure,narrow,C,HF,COV,85232009,85232009,85232009,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SNOMEDCT_US,Acute edema of lung- NOS,C0155919,Acute pulmonary edema,possible,C,HF,COV,123262009,123262009,123262009,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SNOMEDCT_US,Acute edema of lung- unspecified,C0155919,Acute pulmonary edema,possible,C,HF,COV,196148007,196148007,196148007,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SNOMEDCT_US,Acute left ventricular failure,C1306063,Acute left ventricular failure,narrow,C,HF,COV,195114002,195114002,195114002,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SNOMEDCT_US,Acute on chronic diastolic heart failure,C2732749,Acute on chronic diastolic heart failure,narrow,C,HF,COV,443344007,443344007,443344007,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SNOMEDCT_US,Acute on chronic systolic heart failure,C2733492,Acute on chronic systolic heart failure,narrow,C,HF,COV,443253003,443253003,443253003,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SNOMEDCT_US,Acute pulmonary edema,C0155919,Acute pulmonary edema,possible,C,HF,COV,40541001,40541001,40541001,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SNOMEDCT_US,Acute pulmonary edema NOS,C0155919,Acute pulmonary edema,possible,C,HF,COV,196149004,196149004,196149004,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SNOMEDCT_US,Acute respiratory distress syndrome,C0035222,Respiratory Distress Syndrome- Adult,possible,C,HF,COV,67782005,67782005,67782005,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SNOMEDCT_US,Acute systolic heart failure,C2732748,Acute systolic heart failure,narrow,C,HF,COV,443254009,443254009,443254009,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SNOMEDCT_US,Adult respiratory distress syndrome,C0035222,Respiratory Distress Syndrome- Adult,possible,C,HF,COV,155627006,155627006,155627006,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SNOMEDCT_US,Adult respiratory distress syndrome,C0035222,Respiratory Distress Syndrome- Adult,possible,C,HF,COV,196150004,196150004,196150004,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SNOMEDCT_US,Adult respiratory distress syndrome,C0035222,Respiratory Distress Syndrome- Adult,possible,C,HF,COV,196154008,196154008,196154008,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SNOMEDCT_US,Adult respiratory distress syndrome,C0035222,Respiratory Distress Syndrome- Adult,possible,C,HF,COV,266411000,266411000,266411000,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SNOMEDCT_US,Asthma - cardiac,C1956414,Cardiac asthma,narrow,C,HF,COV,195113008,195113008,195113008,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SNOMEDCT_US,Atrial dilatation,C0264734,Atrial dilatation,possible,C,HF,COV,195123004,195123004,195123004,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SNOMEDCT_US,Atrial dilatation,C0264734,Atrial dilatation,possible,C,HF,COV,82608003,82608003,82608003,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SNOMEDCT_US,Biventricular congestive heart failure,C0685095,Biventricular congestive heart failure,narrow,C,HF,COV,92506005,92506005,92506005,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SNOMEDCT_US,Biventricular failure,C0685095,Biventricular congestive heart failure,narrow,C,HF,COV,195108009,195108009,195108009,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SNOMEDCT_US,Cardiac asthma,C1956414,Cardiac asthma,narrow,C,HF,COV,71892000,71892000,71892000,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SNOMEDCT_US,Cardiac edema,C0013608,Edema- Cardiac,possible,C,HF,COV,89555002,89555002,89555002,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SNOMEDCT_US,Cardiac failure NOS,C0018801,Heart failure,narrow,C,HF,COV,195117009,195117009,195117009,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SNOMEDCT_US,Cardiac failure after obstetrical surgery AND-OR other procedure including delivery,C0269926,Cardiac failure after obstetrical surgery AND-OR other procedure including delivery,narrow,C,HF,COV,55565007,55565007,55565007,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SNOMEDCT_US,Cardiac insufficiency as a complication of care,C0340510,Heart failure as a complication of care,narrow,C,HF,COV,213214001,213214001,213214001,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SNOMEDCT_US,Cardiac insufficiency as a complication of care,C0340510,Heart failure as a complication of care,narrow,C,HF,COV,269299003,269299003,269299003,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SNOMEDCT_US,Cardiac insufficiency during AND-OR resulting from a procedure,C0274379,Cardiac insufficiency during AND-OR resulting from a procedure,narrow,C,HF,COV,89819002,89819002,89819002,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SNOMEDCT_US,Cardiac tamponade,C0007177,Cardiac Tamponade,possible,C,HF,COV,155341007,155341007,155341007,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SNOMEDCT_US,Cardiac tamponade,C0007177,Cardiac Tamponade,possible,C,HF,COV,194975004,194975004,194975004,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SNOMEDCT_US,Cardiac tamponade,C0007177,Cardiac Tamponade,possible,C,HF,COV,266295005,266295005,266295005,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SNOMEDCT_US,Cardiac tamponade,C0007177,Cardiac Tamponade,possible,C,HF,COV,35304003,35304003,35304003,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SNOMEDCT_US,Cardiorespiratory failure,C1444565,Cardiorespiratory failure,possible,C,HF,COV,30298009,30298009,30298009,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SNOMEDCT_US,Cardiorespiratory failure,C1444565,Cardiorespiratory failure,possible,C,HF,COV,397912004,397912004,397912004,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SNOMEDCT_US,Cardiorespiratory failure,C1444565,Cardiorespiratory failure,possible,C,HF,COV,410431009,410431009,410431009,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SNOMEDCT_US,Compensated cardiac failure,C0581376,Compensated cardiac failure,narrow,C,HF,COV,195112003,195112003,195112003,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SNOMEDCT_US,Congenital cardiac failure,C0410933,Congenital cardiac failure,possible,C,HF,COV,206586007,206586007,206586007,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SNOMEDCT_US,Congestion - lung,C0242073,Pulmonary congestion,possible,C,HF,COV,266408001,266408001,266408001,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SNOMEDCT_US,Congestive heart failure (disorder),,,narrow,C,HF,COV,42343007,42343007,42343007,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SNOMEDCT_US,Congestive rheumatic heart failure,C0155582,Congestive rheumatic heart failure,narrow,C,HF,COV,82523003,82523003,82523003,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SNOMEDCT_US,Decompensated cardiac failure,C0581377,Decompensated cardiac failure,narrow,C,HF,COV,195111005,195111005,195111005,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SNOMEDCT_US,Diastolic heart failure,C1135196,Heart Failure- Diastolic,narrow,C,HF,COV,418304008,418304008,418304008,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SNOMEDCT_US,Edema - pulmonary NOS,C0034063,Pulmonary Edema,possible,C,HF,COV,266408001,266408001,266408001,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SNOMEDCT_US,Edema of extremity,C0085649,Peripheral edema,possible,C,HF,COV,424372002,424372002,424372002,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SNOMEDCT_US,Heart failure,C0018801,Heart failure,narrow,C,HF,COV,155374007,155374007,155374007,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SNOMEDCT_US,Heart failure,C0018801,Heart failure,narrow,C,HF,COV,84114007,84114007,84114007,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SNOMEDCT_US,Heart failure NOS,C0018801,Heart failure,narrow,C,HF,COV,155377000,155377000,155377000,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SNOMEDCT_US,Heart failure NOS,C0018801,Heart failure,narrow,C,HF,COV,266248006,266248006,266248006,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SNOMEDCT_US,Heart failure as a complication of care,C0340510,Heart failure as a complication of care,narrow,C,HF,COV,233924009,233924009,233924009,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SNOMEDCT_US,Hypertensive heart and renal disease with (congestive) heart failure,C0494575,Hypertensive heart and renal disease with (congestive) heart failure,narrow,C,HF,COV,194779001,194779001,194779001,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SNOMEDCT_US,Hypertensive heart disease NOS with congestive cardiac failure,C0264650,Hypertensive heart disease with congestive heart failure,narrow,C,HF,COV,194771003,194771003,194771003,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SNOMEDCT_US,Hypertensive heart disease with congestive heart failure,C0264650,Hypertensive heart disease with congestive heart failure,narrow,C,HF,COV,5148006,5148006,5148006,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SNOMEDCT_US,Hypertensive heart failure,C0264652,Hypertensive heart failure,narrow,C,HF,COV,46113002,46113002,46113002,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SNOMEDCT_US,Insufficiency - cardiac,C0018801,Heart failure,narrow,C,HF,COV,155375008,155375008,155375008,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SNOMEDCT_US,Insufficiency - cardiac,C0018801,Heart failure,narrow,C,HF,COV,266308000,266308000,266308000,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SNOMEDCT_US,Left heart failure,C0023212,Left-Sided Heart Failure,narrow,C,HF,COV,85232009,85232009,85232009,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SNOMEDCT_US,Left ventricular ejection fraction,C0428772,Left ventricular ejection fraction,possible,C,HF,COV,250908004,250908004,250908004,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SNOMEDCT_US,Left ventricular ejection fraction,C0428772,Left ventricular ejection fraction,possible,C,HF,COV,389385008,389385008,389385008,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SNOMEDCT_US,Left ventricular ejection fraction,C0428772,Left ventricular ejection fraction,possible,C,HF,COV,390116000,390116000,390116000,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SNOMEDCT_US,Left ventricular failure,C0023212,Left-Sided Heart Failure,narrow,C,HF,COV,155376009,155376009,155376009,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SNOMEDCT_US,Left ventricular failure,C0023212,Left-Sided Heart Failure,narrow,C,HF,COV,195113008,195113008,195113008,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SNOMEDCT_US,Myocardial dysfunction,C0340515,Myocardial dysfunction,narrow,C,HF,COV,233928007,233928007,233928007,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SNOMEDCT_US,Myocardial failure,C1959583,Myocardial Failure,narrow,C,HF,COV,84114007,84114007,84114007,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SNOMEDCT_US,Neonatal cardiac failure,C0455993,Neonatal cardiac failure,narrow,C,HF,COV,206594000,206594000,206594000,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SNOMEDCT_US,Neonatal cardiac failure,C0455993,Neonatal cardiac failure,narrow,C,HF,COV,276514007,276514007,276514007,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SNOMEDCT_US,Peripheral edema,C0085649,Peripheral edema,possible,C,HF,COV,271809000,271809000,271809000,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SNOMEDCT_US,Peripheral edema,C0085649,Peripheral edema,possible,C,HF,COV,82014009,82014009,82014009,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SNOMEDCT_US,Post cardiac operation functional disturbance,C0340511,Post cardiac operation functional disturbance,possible,C,HF,COV,195130005,195130005,195130005,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SNOMEDCT_US,Pulmonary congestion,C0242073,Pulmonary congestion,possible,C,HF,COV,196118009,196118009,196118009,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SNOMEDCT_US,Pulmonary congestion,C0242073,Pulmonary congestion,possible,C,HF,COV,67599009,67599009,67599009,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SNOMEDCT_US,Pulmonary congestion and hypostasis,C0155910,Pulmonary congestion and hypostasis,possible,C,HF,COV,196115007,196115007,196115007,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SNOMEDCT_US,Pulmonary congestion and hypostasis NOS,C0155910,Pulmonary congestion and hypostasis,possible,C,HF,COV,196120007,196120007,196120007,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SNOMEDCT_US,Pulmonary edema,C0034063,Pulmonary Edema,possible,C,HF,COV,19242006,19242006,19242006,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SNOMEDCT_US,Pulmonary edema - acute,C0155919,Acute pulmonary edema,possible,C,HF,COV,195113008,195113008,195113008,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SNOMEDCT_US,Pulmonary edema NOS,C0034063,Pulmonary Edema,possible,C,HF,COV,196119001,196119001,196119001,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SNOMEDCT_US,RHF - Right heart failure,C2939447,Right ventricular failure,narrow,C,HF,COV,233925005,233925005,233925005,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SNOMEDCT_US,Respiratory distress syndrome,C0035222,Respiratory Distress Syndrome- Adult,possible,C,HF,COV,206281003,206281003,206281003,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SNOMEDCT_US,Right heart failure,C0235527,Heart Failure- Right-Sided,narrow,C,HF,COV,128404006,128404006,128404006,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SNOMEDCT_US,Right heart failure,C2939447,Right ventricular failure,narrow,C,HF,COV,155375008,155375008,155375008,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SNOMEDCT_US,Right heart failure,C2939447,Right ventricular failure,narrow,C,HF,COV,195108009,195108009,195108009,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SNOMEDCT_US,Right heart failure,C2939447,Right ventricular failure,narrow,C,HF,COV,266308000,266308000,266308000,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SNOMEDCT_US,Right ventricular failure,C2939447,Right ventricular failure,narrow,C,HF,COV,367363000,367363000,367363000,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SNOMEDCT_US,Systolic heart failure,C1135191,Heart Failure- Systolic,narrow,C,HF,COV,417996009,417996009,417996009,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SNOMEDCT_US,Ventricular hypertrophy,C0340279,Ventricular hypertrophy,possible,C,HF,COV,155383002,155383002,155383002,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SNOMEDCT_US,Ventricular hypertrophy,C0340279,Ventricular hypertrophy,possible,C,HF,COV,195127003,195127003,195127003,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SNOMEDCT_US,Ventricular hypertrophy,C0340279,Ventricular hypertrophy,possible,C,HF,COV,266249003,266249003,266249003,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SNOMEDCT_US,Ventricular hypertrophy,C0340279,Ventricular hypertrophy,possible,C,HF,COV,266310003,266310003,266310003,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SNOMEDCT_US,[D]Cardiorespiratory failure,C1444565,Cardiorespiratory failure,narrow,C,HF,COV,158732004,158732004,158732004,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SNOMEDCT_US,[D]Cardiorespiratory failure,C1444565,Cardiorespiratory failure,narrow,C,HF,COV,207553000,207553000,207553000,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SNOMEDCT_US,[D]Peripheral edema,C0085649,Peripheral edema,possible,C,HF,COV,158246003,158246003,158246003,C_HF_COV
C_HF_COV,yes,Heart failure including chronic HF,SNOMEDCT_US,[D]Peripheral edema,C0085649,Peripheral edema,possible,C,HF,COV,206893004,206893004,206893004,C_HF_COV
D_ALCOHOLICLIVER_COV,yes,Alcoholic chronic liver disease,ICD10,Alcoholic cirrhosis of liver,C0023891,Liver Cirrhosis- Alcoholic,narrow,D,ALCOHOLICLIVER,COV,K70.3,K70.3,K70.3,D_ALCOHOLICLIVER_COV
D_ALCOHOLICLIVER_COV,yes,Alcoholic chronic liver disease,ICD10,Alcoholic fatty liver,C0015696,Fatty Liver- Alcoholic,narrow,D,ALCOHOLICLIVER,COV,K70.0,K70.0,K70.0,D_ALCOHOLICLIVER_COV
D_ALCOHOLICLIVER_COV,yes,Alcoholic chronic liver disease,ICD10,Alcoholic hepatitis,C0019187,Hepatitis- Alcoholic,narrow,D,ALCOHOLICLIVER,COV,K70.1,K70.1,K70.1,D_ALCOHOLICLIVER_COV
D_ALCOHOLICLIVER_COV,yes,Alcoholic chronic liver disease,ICD10,Alcoholic liver disease,C0023896,Alcoholic Liver Diseases,narrow,D,ALCOHOLICLIVER,COV,K70,K70,K70,D_ALCOHOLICLIVER_COV
